subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-3dc066,A-dcc3f1,,,Basic,21,399,4788,,,,,annual,
S-4fd561,A-0dbdc6,,,Basic,30,570,6840,,,,,monthly,
S-feb4b0,A-a45270,,,Enterprise,10,1990,23880,,,,,annual,
S-3ba19e,A-075038,,,Basic,49,0,0,,,,,annual,
S-461988,A-02cd81,,,Basic,44,836,10032,,,,,annual,
S-0b6899,A-313be3,,,Enterprise,47,9353,112236,,,,,annual,
S-bff540,A-798a3f,,,Enterprise,12,2388,28656,,,,,monthly,
S-a57b2c,A-fd9422,,,Pro,58,0,0,,,,,annual,
S-e8776c,A-c222ab,,,Enterprise,32,6368,76416,,,,,monthly,
S-de9e50,A-67be94,,,Basic,41,779,9348,,,,,annual,
S-429220,A-18793f,,,Pro,148,7252,87024,,,,,monthly,
S-601f31,A-625d0b,,,Pro,14,686,8232,,,,,annual,
S-8dd1f6,A-098560,,,Pro,12,588,7056,,,,,monthly,
S-ff109c,A-df1e44,,,Pro,12,588,7056,,,,,annual,
S-556071,A-9077b0,,,Pro,63,0,0,,,,,monthly,
S-f4019e,A-7988d1,,,Basic,33,627,7524,,,,,monthly,
S-246f9c,A-544d0a,,,Pro,6,294,3528,,,,,monthly,
S-5639de,A-eb1312,,,Pro,25,1225,14700,,,,,annual,
S-104053,A-2bc93d,,,Pro,35,1715,20580,,,,,monthly,
S-4bfe7b,A-9b9fe9,,,Basic,11,0,0,,,,,monthly,
S-deb65c,A-1f0636,,,Basic,105,1995,23940,,,,,annual,
S-cfb108,A-c608c8,,,Enterprise,3,597,7164,,,,,annual,
S-e62fc9,A-0651a4,,,Pro,16,784,9408,,,,,monthly,
S-935e79,A-c4ea60,,,Basic,58,0,0,,,,,annual,
S-92e8cb,A-d4e0d4,,,Pro,117,5733,68796,,,,,monthly,
S-1f4db5,A-2e3bad,,,Enterprise,61,12139,145668,,,,,annual,
S-4893cd,A-9c18c4,,,Enterprise,11,2189,26268,,,,,monthly,
S-0abdec,A-4a4c2d,,,Basic,54,1026,12312,,,,,monthly,
S-31428b,A-86cdb4,,,Basic,52,988,11856,,,,,annual,
S-381420,A-42b791,,,Basic,27,513,6156,,,,,monthly,
S-0a28cd,A-e5d6ab,,,Enterprise,21,4179,50148,,,,,monthly,
S-25ff39,A-798a3f,,,Basic,42,798,9576,,,,,annual,
S-a82639,A-89ee83,,,Enterprise,40,7960,95520,,,,,monthly,
S-ada718,A-f6b2fb,,,Basic,23,437,5244,,,,,monthly,
S-06e837,A-7c4956,,,Basic,9,0,0,,,,,annual,
S-b488bc,A-f45426,,,Pro,11,0,0,,,,,monthly,
S-d11408,A-781cc0,,,Enterprise,12,0,0,,,,,monthly,
S-36f26c,A-e36807,,,Basic,63,1197,14364,,,,,monthly,
S-7cc0ec,A-a6d261,,,Pro,9,441,5292,,,,,monthly,
S-cb8654,A-94d3da,,,Basic,41,0,0,,,,,annual,
S-934f6d,A-40a557,,,Pro,16,784,9408,,,,,monthly,
S-e9737c,A-3c1a3f,,,Enterprise,29,5771,69252,,,,,monthly,
S-7f0419,A-84ebe4,,,Enterprise,18,3582,42984,,,,,annual,
S-e002a1,A-940b8b,,,Basic,45,0,0,,,,,annual,
S-5f30ce,A-9077b0,,,Basic,2,38,456,,,,,monthly,
S-557f3e,A-b7ef83,,,Enterprise,13,2587,31044,,,,,annual,
S-a3e1e3,A-05d3b3,,,Enterprise,9,0,0,,,,,monthly,
S-70a554,A-f19409,,,Enterprise,23,4577,54924,,,,,annual,
S-b35b20,A-0b0d6d,,,Pro,3,147,1764,,,,,monthly,
S-95d1dd,A-c58f49,,,Enterprise,70,13930,167160,,,,,monthly,
S-540cee,A-202b67,,,Enterprise,25,4975,59700,,,,,annual,
S-635570,A-883b7d,,,Enterprise,50,0,0,,,,,annual,
S-172953,A-e60f9d,,,Basic,29,551,6612,,,,,monthly,
S-0d0202,A-adc1f3,,,Enterprise,50,9950,119400,,,,,annual,
S-21f8b3,A-7f4db3,,,Enterprise,4,0,0,,,,,monthly,
S-8faa60,A-328bd0,,,Pro,39,1911,22932,,,,,monthly,
S-93cd57,A-6f8ad2,,,Enterprise,20,3980,47760,,,,,annual,
S-8ec197,A-7c4956,,,Basic,51,0,0,,,,,monthly,
S-842638,A-35083d,,,Pro,19,931,11172,,,,,annual,
S-763e52,A-bece89,,,Enterprise,26,5174,62088,,,,,annual,
S-ed4c45,A-4e44e8,,,Enterprise,78,15522,186264,,,,,monthly,
S-390955,A-98a59a,,,Pro,56,2744,32928,,,,,monthly,
S-3ab534,A-f446b6,,,Enterprise,18,3582,42984,,,,,annual,
S-9be237,A-a6d261,,,Pro,26,1274,15288,,,,,annual,
S-021004,A-186a44,,,Basic,20,380,4560,,,,,monthly,
S-e36786,A-5b1bcd,,,Basic,73,1387,16644,,,,,monthly,
S-4691f1,A-c16cf7,,,Basic,13,247,2964,,,,,annual,
S-d35d49,A-bc87bc,,,Basic,18,342,4104,,,,,annual,
S-374628,A-35083d,,,Basic,19,361,4332,,,,,monthly,
S-36f84f,A-e08cd3,,,Pro,67,3283,39396,,,,,monthly,
S-e0cd01,A-0cc442,,,Basic,45,855,10260,,,,,annual,
S-edc542,A-1f0636,,,Enterprise,105,20895,250740,,,,,annual,
S-1bbdf0,A-781cc0,,,Basic,16,304,3648,,,,,annual,
S-a4d121,A-118d55,,,Enterprise,8,1592,19104,,,,,monthly,
S-5b4149,A-df10db,,,Basic,7,133,1596,,,,,annual,
S-ffe125,A-e89151,,,Basic,20,380,4560,,,,,monthly,
S-5aea91,A-427b69,,,Enterprise,34,6766,81192,,,,,monthly,
S-a5baf1,A-c7e58b,,,Enterprise,7,1393,16716,,,,,monthly,
S-5aacfa,A-f3ff05,,,Enterprise,48,9552,114624,,,,,annual,
S-69cc68,A-7f4db3,,,Enterprise,7,1393,16716,,,,,annual,
S-5cff9b,A-0f3e88,,,Pro,7,0,0,,,,,monthly,
S-573f93,A-50bb9f,,,Enterprise,2,398,4776,,,,,monthly,
S-ea2c98,A-1ac5e0,,,Pro,33,1617,19404,,,,,monthly,
S-b2f3f3,A-bc87bc,,,Basic,8,152,1824,,,,,monthly,
S-5bc277,A-05d3b3,,,Basic,9,171,2052,,,,,annual,
S-d0429b,A-5247b3,,,Basic,74,1406,16872,,,,,annual,
S-d2a604,A-20736a,,,Pro,61,2989,35868,,,,,monthly,
S-f586ed,A-de24d5,,,Basic,17,323,3876,,,,,monthly,
S-f874e5,A-417d2f,,,Enterprise,51,10149,121788,,,,,annual,
S-28d401,A-d792a6,,,Basic,5,95,1140,,,,,annual,
S-fa05d7,A-180abf,,,Basic,64,1216,14592,,,,,monthly,
S-8ed77f,A-8b0451,,,Pro,41,2009,24108,,,,,monthly,
S-0d391c,A-f9cc74,,,Enterprise,30,0,0,,,,,monthly,
S-beaa35,A-781cc0,,,Pro,12,0,0,,,,,monthly,
S-d44108,A-7c83a1,,,Pro,12,0,0,,,,,monthly,
S-925f82,A-c7e58b,,,Enterprise,7,1393,16716,,,,,annual,
S-7d43e0,A-f9cc74,,,Enterprise,30,5970,71640,,,,,monthly,
S-dc1cf4,A-1986ca,,,Enterprise,20,3980,47760,,,,,monthly,
S-bff3b5,A-10b8f2,,,Pro,47,2303,27636,,,,,monthly,
S-f11653,A-d4e0d4,,,Enterprise,117,23283,279396,,,,,annual,
S-f42cc4,A-f44180,,,Enterprise,14,2786,33432,,,,,annual,
S-22014f,A-0be015,,,Basic,19,361,4332,,,,,annual,
S-1acdd2,A-7a0d69,,,Enterprise,26,5174,62088,,,,,monthly,
S-c85167,A-7a0d69,,,Basic,15,285,3420,,,,,monthly,
S-b112eb,A-8bde0c,,,Basic,53,1007,12084,,,,,monthly,
S-79bf38,A-9779ad,,,Enterprise,40,7960,95520,,,,,monthly,
S-ab152e,A-3793ee,,,Enterprise,49,9751,117012,,,,,monthly,
S-dbde43,A-54d94a,,,Pro,27,1323,15876,,,,,annual,
S-2bbf5c,A-a09355,,,Enterprise,14,2786,33432,,,,,annual,
S-dfd629,A-7da956,,,Basic,26,0,0,,,,,annual,
S-233c23,A-39b19f,,,Pro,54,2646,31752,,,,,monthly,
S-770d98,A-e693b6,,,Enterprise,55,10945,131340,,,,,annual,
S-972512,A-de24d5,,,Pro,54,0,0,,,,,monthly,
S-3965a4,A-8b25f2,,,Basic,47,893,10716,,,,,annual,
S-632bba,A-a09355,,,Pro,15,735,8820,,,,,monthly,
S-307e49,A-4c38bc,,,Pro,36,1764,21168,,,,,monthly,
S-b84175,A-bb2f49,,,Pro,9,441,5292,,,,,monthly,
S-83b2ee,A-7c83a1,,,Enterprise,26,5174,62088,,,,,monthly,
S-969aac,A-37f969,,,Enterprise,30,5970,71640,,,,,monthly,
S-aa5f00,A-241e75,,,Pro,13,637,7644,,,,,annual,
S-f7fa56,A-c16cf7,,,Pro,13,637,7644,,,,,monthly,
S-d50f1d,A-08e34e,,,Basic,29,0,0,,,,,annual,
S-5b9267,A-410e86,,,Pro,33,0,0,,,,,annual,
S-199697,A-bcf664,,,Enterprise,7,1393,16716,,,,,annual,
S-cbe349,A-e89151,,,Enterprise,8,1592,19104,,,,,annual,
S-2b4a26,A-66224b,,,Basic,92,0,0,,,,,annual,
S-704195,A-dfbd31,,,Basic,14,266,3192,,,,,monthly,
S-4dae4c,A-158f4e,,,Pro,61,2989,35868,,,,,monthly,
S-d425c9,A-e4144b,,,Enterprise,41,8159,97908,,,,,annual,
S-078e94,A-3a7284,,,Enterprise,31,6169,74028,,,,,monthly,
S-f869a0,A-726cfa,,,Basic,24,456,5472,,,,,monthly,
S-b57a5e,A-17939a,,,Basic,20,380,4560,,,,,annual,
S-a66766,A-9f9299,,,Basic,28,532,6384,,,,,monthly,
S-13a013,A-8bde0c,,,Basic,23,437,5244,,,,,annual,
S-813cdc,A-39b19f,,,Pro,20,980,11760,,,,,annual,
S-b6e15a,A-67be94,,,Enterprise,37,7363,88356,,,,,monthly,
S-db3856,A-ccabf0,,,Pro,21,1029,12348,,,,,annual,
S-dbc4d5,A-751c58,,,Pro,15,735,8820,,,,,annual,
S-eabdce,A-9208f0,,,Enterprise,14,2786,33432,,,,,annual,
S-19029a,A-712f1c,,,Pro,17,833,9996,,,,,annual,
S-05be05,A-e7beab,,,Enterprise,5,995,11940,,,,,annual,
S-222167,A-c1e51e,,,Basic,41,779,9348,,,,,annual,
S-a68d25,A-31ab9a,,,Basic,15,285,3420,,,,,monthly,
S-4305f1,A-afa505,,,Pro,70,3430,41160,,,,,monthly,
S-95cc5a,A-9bfc9f,,,Basic,53,1007,12084,,,,,annual,
S-0b7de7,A-eb7fac,,,Enterprise,16,3184,38208,,,,,monthly,
S-f5888c,A-4e631b,,,Basic,22,418,5016,,,,,annual,
S-28489e,A-fd7ad3,,,Basic,12,0,0,,,,,annual,
S-98dd7d,A-e6afc1,,,Enterprise,51,10149,121788,,,,,annual,
S-b10cfa,A-503d5a,,,Pro,6,294,3528,,,,,monthly,
S-3199cf,A-068fc6,,,Pro,35,1715,20580,,,,,monthly,
S-61d573,A-0dbdc6,,,Pro,30,1470,17640,,,,,annual,
S-2dbf26,A-dfbd31,,,Pro,14,0,0,,,,,annual,
S-eae773,A-88c6ca,,,Pro,11,539,6468,,,,,monthly,
S-18b808,A-425e76,,,Enterprise,9,1791,21492,,,,,annual,
S-d90f0a,A-e19ff6,,,Pro,26,1274,15288,,,,,monthly,
S-82be96,A-7920cc,,,Pro,39,1911,22932,,,,,annual,
S-7bd2d7,A-9b9fe9,,,Enterprise,50,9950,119400,,,,,monthly,
S-5f3359,A-9174e0,,,Pro,37,1813,21756,,,,,annual,
S-9d7c19,A-82d8a6,,,Pro,5,245,2940,,,,,annual,
S-2bc644,A-2d4502,,,Pro,8,392,4704,,,,,annual,
S-ec8b34,A-de58ca,,,Enterprise,62,12338,148056,,,,,annual,
S-1d2d00,A-a7bd4b,,,Basic,9,171,2052,,,,,monthly,
S-9a44ec,A-bf7919,,,Pro,15,735,8820,,,,,annual,
S-6c109f,A-c42f1f,,,Enterprise,12,2388,28656,,,,,annual,
S-f99f9e,A-dbc825,,,Enterprise,55,10945,131340,,,,,monthly,
S-9dda85,A-462d45,,,Basic,89,1691,20292,,,,,annual,
S-94009b,A-9f0b68,,,Enterprise,10,1990,23880,,,,,annual,
S-834097,A-9badbd,,,Enterprise,5,995,11940,,,,,annual,
S-61efc1,A-05d3b3,,,Pro,9,0,0,,,,,monthly,
S-d1527e,A-956988,,,Pro,26,1274,15288,,,,,annual,
S-caec41,A-55f257,,,Enterprise,23,4577,54924,,,,,annual,
S-921dc3,A-a865bd,,,Enterprise,38,7562,90744,,,,,annual,
S-038f6f,A-82d8a6,,,Enterprise,10,0,0,,,,,monthly,
S-93dc0e,A-8e47ca,,,Enterprise,25,4975,59700,,,,,monthly,
S-10702d,A-59f724,,,Basic,3,0,0,,,,,monthly,
S-737a28,A-a1bbb6,,,Pro,8,392,4704,,,,,monthly,
S-e77b1e,A-296d7c,,,Basic,6,114,1368,,,,,annual,
S-d841e4,A-a1b80b,,,Enterprise,16,3184,38208,,,,,annual,
S-c6dc67,A-9f2731,,,Pro,33,1617,19404,,,,,monthly,
S-aaf1d0,A-fd9422,,,Enterprise,58,0,0,,,,,monthly,
S-e77144,A-49b828,,,Enterprise,25,4975,59700,,,,,monthly,
S-9b8504,A-c37cab,,,Pro,13,637,7644,,,,,annual,
S-504683,A-bbc346,,,Enterprise,19,3781,45372,,,,,annual,
S-f3138f,A-3b5cd1,,,Enterprise,55,0,0,,,,,annual,
S-73688c,A-d535f6,,,Basic,12,0,0,,,,,monthly,
S-6e5a3d,A-bb1486,,,Pro,41,2009,24108,,,,,annual,
S-af6f53,A-410e86,,,Basic,24,456,5472,,,,,monthly,
S-134753,A-e83938,,,Enterprise,16,3184,38208,,,,,monthly,
S-3503b4,A-58b9ff,,,Enterprise,2,398,4776,,,,,monthly,
S-81e9f1,A-05d3b3,,,Basic,9,171,2052,,,,,monthly,
S-31e347,A-cb6cc6,,,Basic,14,266,3192,,,,,annual,
S-102ebf,A-e60f9d,,,Enterprise,29,5771,69252,,,,,annual,
S-a06b03,A-9b9fe9,,,Pro,68,3332,39984,,,,,annual,
S-c14b9d,A-91e948,,,Basic,41,779,9348,,,,,monthly,
S-a5cf6d,A-e51ec7,,,Enterprise,25,4975,59700,,,,,monthly,
S-6d96c9,A-a33200,,,Pro,29,1421,17052,,,,,monthly,
S-d81959,A-039727,,,Basic,25,475,5700,,,,,annual,
S-c77f0c,A-034368,,,Basic,29,551,6612,,,,,monthly,
S-6eb56d,A-10b8da,,,Pro,34,1666,19992,,,,,monthly,
S-b1dce0,A-fd7ad3,,,Basic,12,228,2736,,,,,monthly,
S-a07c46,A-e693b6,,,Pro,55,2695,32340,,,,,monthly,
S-df91b0,A-ba6516,,,Basic,27,513,6156,,,,,monthly,
S-f16bb2,A-0f6450,,,Enterprise,28,0,0,,,,,monthly,
S-94cf13,A-8adedc,,,Basic,5,95,1140,,,,,annual,
S-f9df40,A-956988,,,Basic,70,1330,15960,,,,,annual,
S-f366b3,A-ac85cd,,,Pro,85,4165,49980,,,,,annual,
S-c38acd,A-726cfa,,,Enterprise,31,6169,74028,,,,,monthly,
S-0d93fe,A-993085,,,Basic,31,589,7068,,,,,monthly,
S-8d8dd0,A-902ef7,,,Enterprise,83,16517,198204,,,,,monthly,
S-9395a2,A-0e966d,,,Basic,11,209,2508,,,,,monthly,
S-b1c57d,A-712533,,,Basic,18,342,4104,,,,,annual,
S-f039f9,A-7a0d69,,,Enterprise,16,3184,38208,,,,,monthly,
S-76b43f,A-b48f73,,,Basic,80,1520,18240,,,,,monthly,
S-27552b,A-1d5444,,,Pro,24,1176,14112,,,,,annual,
S-5bf2e5,A-484819,,,Basic,22,418,5016,,,,,annual,
S-0c56e1,A-6f8ad2,,,Basic,29,551,6612,,,,,annual,
S-47985c,A-1b707d,,,Basic,2,0,0,,,,,annual,
S-43b137,A-756192,,,Enterprise,39,7761,93132,,,,,annual,
S-8d2824,A-417d2f,,,Basic,37,703,8436,,,,,annual,
S-2186ea,A-dbc825,,,Pro,19,931,11172,,,,,annual,
S-2f8d64,A-ab438f,,,Enterprise,13,2587,31044,,,,,annual,
S-7501c9,A-94c3cd,,,Pro,32,0,0,,,,,monthly,
S-718bf5,A-5a3eb9,,,Pro,18,882,10584,,,,,annual,
S-96e431,A-8b25f2,,,Pro,6,294,3528,,,,,annual,
S-084f4a,A-faa28c,,,Enterprise,48,9552,114624,,,,,monthly,
S-fc8f09,A-68f37c,,,Enterprise,4,796,9552,,,,,monthly,
S-5abbac,A-94d3da,,,Pro,41,0,0,,,,,annual,
S-5aff5f,A-d82ef9,,,Basic,26,494,5928,,,,,monthly,
S-43cd30,A-8145a0,,,Basic,37,0,0,,,,,annual,
S-339fce,A-e888d1,,,Pro,14,686,8232,,,,,monthly,
S-9dcfb5,A-7d514c,,,Enterprise,17,3383,40596,,,,,annual,
S-2fd650,A-019782,,,Enterprise,15,0,0,,,,,annual,
S-50a388,A-089363,,,Pro,34,0,0,,,,,annual,
S-1fd72a,A-09316c,,,Pro,70,3430,41160,,,,,annual,
S-40cbc0,A-474ad4,,,Basic,8,152,1824,,,,,annual,
S-0b831e,A-4c38bc,,,Pro,36,1764,21168,,,,,annual,
S-b5035b,A-7c4956,,,Enterprise,5,995,11940,,,,,monthly,
S-1ac1b4,A-ac14bb,,,Enterprise,21,4179,50148,,,,,monthly,
S-86e226,A-58b9ff,,,Pro,25,0,0,,,,,monthly,
S-e60ba0,A-d26ab4,,,Pro,62,0,0,,,,,annual,
S-377ced,A-432483,,,Enterprise,60,11940,143280,,,,,monthly,
S-72cf21,A-855a48,,,Enterprise,40,7960,95520,,,,,annual,
S-d114e2,A-016043,,,Basic,11,209,2508,,,,,annual,
S-5521a1,A-b7b7b7,,,Pro,45,2205,26460,,,,,annual,
S-206227,A-4e960a,,,Enterprise,12,2388,28656,,,,,monthly,
S-eac553,A-ac9111,,,Basic,28,532,6384,,,,,annual,
S-26191b,A-cbbe12,,,Pro,40,0,0,,,,,annual,
S-8c8315,A-34ea2f,,,Pro,8,0,0,,,,,annual,
S-7af0d5,A-c4ea60,,,Basic,48,912,10944,,,,,annual,
S-b45a45,A-bcbe98,,,Pro,46,2254,27048,,,,,annual,
S-639d60,A-84ebe4,,,Enterprise,18,0,0,,,,,annual,
S-aaeb34,A-90a8c8,,,Enterprise,28,5572,66864,,,,,annual,
S-bef342,A-4814a3,,,Enterprise,87,17313,207756,,,,,annual,
S-162d54,A-922109,,,Basic,11,209,2508,,,,,monthly,
S-cf44af,A-3be56b,,,Pro,17,833,9996,,,,,annual,
S-2c3d7d,A-c62e55,,,Pro,14,686,8232,,,,,annual,
S-92795b,A-e36807,,,Basic,81,1539,18468,,,,,monthly,
S-9cb1f7,A-118d55,,,Pro,17,833,9996,,,,,monthly,
S-ee994a,A-49b828,,,Pro,25,1225,14700,,,,,monthly,
S-97df3f,A-9123ac,,,Pro,9,441,5292,,,,,annual,
S-c2b710,A-88c6ca,,,Enterprise,5,995,11940,,,,,monthly,
S-e768f5,A-1ac5e0,,,Enterprise,33,6567,78804,,,,,annual,
S-6aa20b,A-a6d261,,,Enterprise,9,0,0,,,,,monthly,
S-feea3a,A-82d8a6,,,Basic,5,95,1140,,,,,monthly,
S-f86bcf,A-592832,,,Pro,44,2156,25872,,,,,annual,
S-6608d9,A-c9bb3e,,,Enterprise,18,3582,42984,,,,,annual,
S-f5efe4,A-313be3,,,Enterprise,47,0,0,,,,,annual,
S-32b223,A-2edab2,,,Pro,17,833,9996,,,,,annual,
S-155e15,A-b07b56,,,Pro,30,1470,17640,,,,,monthly,
S-a6010b,A-5a92e7,,,Basic,6,0,0,,,,,monthly,
S-e60306,A-f45426,,,Enterprise,46,9154,109848,,,,,annual,
S-6bde88,A-157070,,,Pro,49,0,0,,,,,annual,
S-6ca5ab,A-55f257,,,Basic,14,0,0,,,,,annual,
S-eafea7,A-cbd1a3,,,Enterprise,28,5572,66864,,,,,monthly,
S-55db9e,A-8ae05d,,,Basic,86,1634,19608,,,,,annual,
S-be079b,A-6da850,,,Basic,5,0,0,,,,,monthly,
S-bd5207,A-7cfe77,,,Basic,69,1311,15732,,,,,annual,
S-f74bdd,A-c16101,,,Enterprise,14,2786,33432,,,,,annual,
S-b3071c,A-cab532,,,Pro,31,1519,18228,,,,,monthly,
S-ed1026,A-9a532a,,,Enterprise,11,2189,26268,,,,,annual,
S-8cfa7f,A-d922bf,,,Enterprise,15,0,0,,,,,annual,
S-2dbf11,A-e888d1,,,Pro,14,686,8232,,,,,annual,
S-4311fb,A-2b9d3e,,,Pro,14,686,8232,,,,,monthly,
S-5d729e,A-4a267b,,,Enterprise,29,5771,69252,,,,,monthly,
S-50e517,A-e7a1e2,,,Basic,12,228,2736,,,,,annual,
S-814624,A-671f31,,,Enterprise,82,0,0,,,,,annual,
S-f2d47e,A-6dee43,,,Enterprise,54,0,0,,,,,monthly,
S-a405f7,A-0b0d6d,,,Pro,22,1078,12936,,,,,annual,
S-0c46bb,A-c45b23,,,Basic,12,228,2736,,,,,annual,
S-8b486a,A-59f724,,,Pro,77,0,0,,,,,annual,
S-ddb09e,A-cc1d8d,,,Enterprise,8,1592,19104,,,,,monthly,
S-561e21,A-87aa7b,,,Pro,24,0,0,,,,,annual,
S-8b1c37,A-acb7f7,,,Pro,32,0,0,,,,,monthly,
S-fc6cb4,A-34d880,,,Basic,41,779,9348,,,,,monthly,
S-13dfe7,A-956988,,,Pro,2,98,1176,,,,,annual,
S-14d060,A-bcf664,,,Pro,47,2303,27636,,,,,annual,
S-43f9f8,A-712f1c,,,Basic,24,456,5472,,,,,monthly,
S-8c41e8,A-c16101,,,Basic,16,304,3648,,,,,annual,
S-0a9660,A-c7e58b,,,Enterprise,10,1990,23880,,,,,monthly,
S-9c85b0,A-78f02b,,,Enterprise,11,2189,26268,,,,,annual,
S-f09b6c,A-0f6450,,,Basic,28,532,6384,,,,,monthly,
S-a1e688,A-2f6a32,,,Basic,47,893,10716,,,,,annual,
S-0b62cc,A-a09355,,,Enterprise,17,3383,40596,,,,,monthly,
S-e41941,A-aa9511,,,Enterprise,30,5970,71640,,,,,monthly,
S-b7deea,A-65aeb5,,,Enterprise,63,12537,150444,,,,,monthly,
S-b81c97,A-0b0d6d,,,Pro,18,882,10584,,,,,monthly,
S-462547,A-e2cd1b,,,Basic,119,2261,27132,,,,,annual,
S-38ac0c,A-794a0b,,,Enterprise,31,6169,74028,,,,,monthly,
S-4704e5,A-6dee43,,,Basic,3,57,684,,,,,monthly,
S-8b349c,A-32728c,,,Basic,20,380,4560,,,,,annual,
S-33472f,A-f03140,,,Enterprise,27,5373,64476,,,,,monthly,
S-70c369,A-4bfa33,,,Pro,72,3528,42336,,,,,monthly,
S-2a6e4a,A-17939a,,,Pro,31,1519,18228,,,,,annual,
S-091a8d,A-098560,,,Pro,23,0,0,,,,,monthly,
S-a2afb0,A-139c3b,,,Enterprise,18,3582,42984,,,,,annual,
S-85022b,A-d62e02,,,Basic,6,114,1368,,,,,monthly,
S-b71b3a,A-cd458b,,,Enterprise,47,9353,112236,,,,,monthly,
S-cc80ee,A-034368,,,Enterprise,23,4577,54924,,,,,monthly,
S-2e8409,A-029f69,,,Pro,10,490,5880,,,,,annual,
S-de9b4b,A-600734,,,Pro,36,1764,21168,,,,,monthly,
S-e5efce,A-cea1f0,,,Pro,8,392,4704,,,,,annual,
S-d925e2,A-ce550d,,,Pro,35,1715,20580,,,,,annual,
S-0ab4e8,A-6a4e2d,,,Pro,16,784,9408,,,,,monthly,
S-585c3b,A-cc1d8d,,,Pro,6,0,0,,,,,annual,
S-a4fd17,A-cbbe12,,,Basic,40,760,9120,,,,,monthly,
S-68b261,A-d535f6,,,Pro,19,931,11172,,,,,annual,
S-567afa,A-c16cf7,,,Pro,18,882,10584,,,,,annual,
S-39b850,A-297a2d,,,Basic,27,0,0,,,,,annual,
S-2a9676,A-92a3af,,,Pro,25,1225,14700,,,,,annual,
S-fedcd9,A-65c341,,,Enterprise,11,2189,26268,,,,,annual,
S-627697,A-977ca0,,,Basic,26,494,5928,,,,,monthly,
S-65e38d,A-eb1312,,,Enterprise,25,4975,59700,,,,,monthly,
S-8e5fd4,A-43a9e3,,,Basic,27,513,6156,,,,,annual,
S-cf55da,A-2f6a32,,,Basic,19,0,0,,,,,monthly,
S-e8488d,A-52dd88,,,Enterprise,26,5174,62088,,,,,monthly,
S-344c0d,A-87aa7b,,,Enterprise,24,4776,57312,,,,,annual,
S-3f0fb6,A-016043,,,Pro,27,1323,15876,,,,,annual,
S-cd2085,A-7c83a1,,,Basic,12,228,2736,,,,,monthly,
S-91419b,A-94c3cd,,,Pro,37,1813,21756,,,,,annual,
S-a84c82,A-186a44,,,Pro,20,980,11760,,,,,annual,
S-c9d323,A-3a7284,,,Pro,31,1519,18228,,,,,monthly,
S-404ecd,A-592832,,,Enterprise,18,3582,42984,,,,,monthly,
S-d224a1,A-42b791,,,Pro,29,1421,17052,,,,,monthly,
S-a7ea10,A-96e141,,,Basic,15,285,3420,,,,,annual,
S-3d1043,A-e4144b,,,Enterprise,41,8159,97908,,,,,annual,
S-7c1eb7,A-02cd81,,,Pro,44,2156,25872,,,,,monthly,
S-4eb120,A-e1b9cd,,,Basic,40,760,9120,,,,,monthly,
S-b11225,A-7cfe77,,,Pro,69,3381,40572,,,,,annual,
S-dbceba,A-3cc791,,,Pro,36,1764,21168,,,,,monthly,
S-b89305,A-0aaf6e,,,Basic,4,76,912,,,,,monthly,
S-81b6ee,A-e1b9cd,,,Pro,40,1960,23520,,,,,annual,
S-fbbd54,A-692f18,,,Pro,5,0,0,,,,,monthly,
S-f1fa8b,A-ffc04f,,,Pro,55,2695,32340,,,,,monthly,
S-c6d8ce,A-249769,,,Pro,11,539,6468,,,,,monthly,
S-226cf3,A-956988,,,Pro,42,2058,24696,,,,,monthly,
S-9e2c78,A-e4144b,,,Basic,41,0,0,,,,,annual,
S-61bcfb,A-4e631b,,,Basic,22,418,5016,,,,,monthly,
S-96a469,A-e693b6,,,Pro,55,2695,32340,,,,,annual,
S-5c2991,A-94c3cd,,,Enterprise,32,0,0,,,,,annual,
S-771f7b,A-5c9849,,,Enterprise,62,12338,148056,,,,,annual,
S-bdd5df,A-a45270,,,Enterprise,25,4975,59700,,,,,monthly,
S-c46499,A-00cac8,,,Basic,8,152,1824,,,,,annual,
S-03a5b0,A-068fc6,,,Enterprise,35,6965,83580,,,,,monthly,
S-973e8e,A-0a282f,,,Enterprise,6,1194,14328,,,,,annual,
S-8c8905,A-ba6516,,,Enterprise,27,5373,64476,,,,,annual,
S-6d09f2,A-f92792,,,Basic,3,57,684,,,,,monthly,
S-32d56d,A-9f9299,,,Enterprise,28,5572,66864,,,,,annual,
S-54e8b2,A-19b2c8,,,Pro,20,980,11760,,,,,monthly,
S-2664e1,A-2d4502,,,Enterprise,41,8159,97908,,,,,annual,
S-ceaff7,A-a8b49c,,,Basic,16,304,3648,,,,,annual,
S-307b2b,A-4e44e8,,,Pro,8,392,4704,,,,,annual,
S-491216,A-b7ef83,,,Pro,31,1519,18228,,,,,annual,
S-a70baa,A-883b7d,,,Enterprise,17,3383,40596,,,,,annual,
S-b5337b,A-7c6b6b,,,Pro,7,343,4116,,,,,annual,
S-b2b1b9,A-49b828,,,Enterprise,49,9751,117012,,,,,annual,
S-6a02fe,A-35083d,,,Basic,25,475,5700,,,,,monthly,
S-0865f1,A-95b24a,,,Basic,38,722,8664,,,,,annual,
S-4f21c1,A-9f9299,,,Enterprise,28,5572,66864,,,,,annual,
