churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
C-cb924b,A-089363,,pricing,0.0,,,,switched to competitor
C-a47d71,A-f51f16,,features,0.0,,,,switched to competitor
C-33c706,A-ffdfd5,,features,0.0,,,,missing features
C-901c1a,A-425e76,,competitor,0.0,,,,too expensive
C-481838,A-af0cd2,,unknown,0.0,,,,switched to competitor
C-ff002d,A-8ed5dd,,unknown,0.0,,,,No feedback
C-1cf079,A-354f12,,competitor,0.0,,,,missing features
C-f17b79,A-65c341,,support,0.0,,,,too expensive
C-020446,A-0cc442,,unknown,0.0,,,,switched to competitor
C-9f95d3,A-157070,,features,0.0,,,,too expensive
C-54993f,A-c43359,,support,8.92,,,,missing features
C-75ddda,A-425e76,,competitor,0.0,,,,too expensive
C-d7ded6,A-e888d1,,features,6.38,,,,switched to competitor
C-ba8af4,A-bb3bd4,,unknown,0.0,,,,missing features
C-811879,A-ad64c6,,unknown,0.0,,,,No feedback
C-6736e4,A-3be56b,,competitor,0.0,,,,No feedback
C-0f75be,A-0baac2,,features,30.73,,,,too expensive
C-59d7bd,A-0f3e88,,budget,0.0,,,,missing features
C-d0f6d8,A-6e7827,,support,0.0,,,,switched to competitor
C-9c899e,A-1e1b80,,competitor,0.0,,,,No feedback
C-fad4d3,A-d77f4c,,unknown,0.0,,,,too expensive
C-07ec1f,A-bbc346,,competitor,15.46,,,,switched to competitor
C-156544,A-d42431,,budget,17.42,,,,switched to competitor
C-e11abb,A-cc102e,,unknown,50.06,,,,switched to competitor
C-d85c26,A-42e5e1,,pricing,0.0,,,,too expensive
C-d28d0e,A-1e1b80,,competitor,0.0,,,,missing features
C-3bf203,A-e19ff6,,competitor,0.0,,,,switched to competitor
C-326d32,A-34d880,,unknown,10.4,,,,missing features
C-44918f,A-9208f0,,unknown,0.0,,,,too expensive
C-cf246e,A-7f6b86,,pricing,5.27,,,,No feedback
C-e20cc6,A-cc102e,,pricing,0.0,,,,too expensive
C-1f4cc0,A-56962b,,pricing,0.0,,,,No feedback
C-0d470e,A-7a0d69,,budget,0.0,,,,No feedback
C-562e14,A-c16cf7,,budget,0.0,,,,No feedback
C-06b32c,A-2ebb4b,,pricing,0.0,,,,missing features
C-4bbb74,A-c37cab,,competitor,0.0,,,,missing features
C-8e5c25,A-9b9fe9,,features,27.92,,,,too expensive
C-8a2d9d,A-0651a4,,features,0.0,,,,missing features
C-d39666,A-3b37d9,,budget,0.0,,,,No feedback
C-ed4dcb,A-5a3eb9,,competitor,58.37,,,,missing features
C-105c4c,A-0a62f5,,budget,21.95,,,,No feedback
C-c3b1e4,A-df1e44,,budget,0.0,,,,too expensive
C-b6997d,A-4ae22a,,pricing,0.0,,,,No feedback
C-36d17e,A-ac85cd,,pricing,102.39,,,,No feedback
C-5cfad3,A-bece89,,budget,56.15,,,,missing features
C-56b504,A-ef84cf,,unknown,18.81,,,,switched to competitor
C-2bf465,A-84ebe4,,support,0.0,,,,missing features
C-54ce4f,A-6dee43,,pricing,143.8,,,,switched to competitor
C-bb53cb,A-94f8c9,,budget,0.0,,,,No feedback
C-c4e0b8,A-b179bf,,support,0.0,,,,too expensive
C-ba801a,A-7cfe77,,unknown,0.0,,,,No feedback
C-1f8fd5,A-e351e1,,support,0.0,,,,No feedback
C-f477c9,A-3f9cc0,,pricing,0.0,,,,too expensive
C-4b854f,A-ef84cf,,pricing,0.0,,,,too expensive
C-1124ed,A-439b2f,,pricing,17.06,,,,No feedback
C-370962,A-075038,,features,6.38,,,,No feedback
C-cc90be,A-d82ef9,,budget,74.94,,,,switched to competitor
C-89af4e,A-d77f4c,,budget,0.0,,,,too expensive
C-e73b7f,A-e1462e,,support,0.0,,,,too expensive
C-5e0998,A-faa28c,,features,0.0,,,,missing features
C-09b7c7,A-08e34e,,features,3.57,,,,missing features
C-2299d7,A-fd7ad3,,support,0.0,,,,too expensive
C-67d3e1,A-86fc1d,,support,0.0,,,,No feedback
C-ca5f4b,A-832ec2,,pricing,0.0,,,,switched to competitor
C-0340b2,A-029f69,,competitor,0.0,,,,switched to competitor
C-5368b0,A-e83938,,pricing,0.0,,,,switched to competitor
C-ca81a1,A-ccc747,,competitor,0.0,,,,switched to competitor
C-ad7ea3,A-8145a0,,features,0.0,,,,missing features
C-864169,A-526d93,,support,6.77,,,,switched to competitor
C-488b42,A-1b707d,,competitor,0.0,,,,missing features
C-ce47da,A-cc102e,,pricing,61.1,,,,switched to competitor
C-fb2a95,A-902ef7,,pricing,0.0,,,,too expensive
C-8d834b,A-798a3f,,support,0.0,,,,No feedback
C-9e8172,A-ad64c6,,support,19.08,,,,missing features
C-474d36,A-6f50ae,,features,0.0,,,,No feedback
C-b7e6ac,A-9208f0,,budget,66.37,,,,too expensive
C-ffc2b8,A-0354fe,,unknown,0.0,,,,switched to competitor
C-a1bcf0,A-5ed98d,,features,0.0,,,,missing features
C-675c0a,A-a09355,,support,135.11,,,,No feedback
C-458075,A-4437e4,,features,0.0,,,,too expensive
C-3003bc,A-c58f49,,unknown,152.36,,,,too expensive
C-6ac144,A-6f50ae,,unknown,0.0,,,,missing features
C-9bb1b6,A-5ed98d,,competitor,0.0,,,,missing features
C-07fd6b,A-e351e1,,unknown,113.84,,,,missing features
C-2e2f04,A-2d1036,,budget,0.0,,,,missing features
C-2fc9c4,A-b30291,,competitor,277.54,,,,too expensive
C-109d03,A-1f0ac7,,support,0.0,,,,missing features
C-af7968,A-712426,,pricing,0.0,,,,missing features
C-785e8e,A-f25509,,features,0.0,,,,No feedback
C-2886ac,A-bcbe98,,competitor,0.0,,,,missing features
C-a40fa4,A-4c6f11,,competitor,0.0,,,,too expensive
C-965d90,A-df10db,,competitor,0.0,,,,missing features
C-6a6ed3,A-c1dfe1,,pricing,0.0,,,,missing features
C-9c89ca,A-3a7284,,unknown,0.0,,,,missing features
C-1dce6d,A-751c58,,budget,0.0,,,,too expensive
C-0d5e99,A-68f37c,,unknown,0.0,,,,too expensive
C-05bc56,A-533452,,features,0.0,,,,missing features
C-887a83,A-0baac2,,unknown,0.0,,,,missing features
C-84f039,A-b7724f,,support,78.25,,,,missing features
C-aad0f7,A-0dbdc6,,support,0.0,,,,missing features
C-6ab303,A-4c6f11,,competitor,0.0,,,,too expensive
C-4a3e8e,A-54ecc2,,support,0.0,,,,No feedback
C-f67026,A-b7ef83,,budget,60.25,,,,missing features
C-c6f6fe,A-922109,,support,0.0,,,,No feedback
C-374d5d,A-c43359,,unknown,0.0,,,,too expensive
C-8ae2f5,A-f25509,,features,0.0,,,,No feedback
C-c66a6c,A-02cd81,,pricing,0.0,,,,No feedback
C-7007f0,A-67be94,,support,74.55,,,,missing features
C-b411ad,A-ba6516,,budget,0.0,,,,No feedback
C-ca1379,A-ee42db,,unknown,23.52,,,,No feedback
C-615769,A-ccb686,,unknown,0.0,,,,switched to competitor
C-db2e8d,A-b7724f,,unknown,52.88,,,,missing features
C-ed73ea,A-5a3eb9,,features,0.0,,,,No feedback
C-e20d30,A-fd7ad3,,unknown,0.0,,,,No feedback
C-e42d29,A-a865bd,,unknown,0.0,,,,missing features
C-cd8fba,A-b7ef83,,unknown,0.0,,,,too expensive
C-2de339,A-e83938,,budget,13.5,,,,No feedback
C-ec714a,A-533452,,support,15.23,,,,missing features
C-a6aa23,A-ee42db,,support,0.0,,,,missing features
C-3b4085,A-4f18f0,,features,0.0,,,,No feedback
C-437da0,A-f6b2fb,,support,0.0,,,,No feedback
C-92da55,A-d26ab4,,pricing,86.02,,,,too expensive
C-307676,A-05f0e5,,unknown,0.0,,,,missing features
C-22d30d,A-d3c88e,,support,0.0,,,,too expensive
C-a4a4a7,A-104f1a,,features,0.0,,,,switched to competitor
C-16ddba,A-b2225d,,support,0.0,,,,switched to competitor
C-e8f3f5,A-5790f4,,competitor,0.0,,,,too expensive
C-6b9663,A-104f1a,,unknown,0.0,,,,missing features
C-65cff3,A-ccc747,,budget,104.25,,,,No feedback
C-a860c5,A-5f7781,,pricing,0.0,,,,No feedback
C-37929d,A-e1b9cd,,unknown,0.0,,,,switched to competitor
C-efe5bb,A-7988d1,,budget,0.0,,,,too expensive
C-248550,A-2922b6,,competitor,0.0,,,,missing features
C-38ef8e,A-0baac2,,pricing,0.0,,,,too expensive
C-885a34,A-71615e,,pricing,0.0,,,,missing features
C-c4582f,A-9f0b68,,pricing,0.0,,,,No feedback
C-370175,A-9779ad,,competitor,0.0,,,,missing features
C-a529cf,A-bb3bd4,,pricing,0.0,,,,missing features
C-cc0058,A-f3ff05,,unknown,0.0,,,,too expensive
C-ae47d1,A-425e76,,competitor,0.0,,,,switched to competitor
C-59499c,A-fd7ad3,,pricing,70.03,,,,switched to competitor
C-b56a35,A-702032,,competitor,0.0,,,,switched to competitor
C-7e7822,A-dbc825,,budget,0.0,,,,No feedback
C-484fba,A-0a282f,,support,62.66,,,,too expensive
C-22f536,A-e5d6ab,,competitor,0.0,,,,No feedback
C-5e0b68,A-1f559b,,features,0.0,,,,No feedback
